id,referencia,marca,capacidad,ciudad,responsable
5288,ach02,kalley,145,bello,luzma
8340,ach01,kalley,198,"medellin,",luzma
9017,ach01,kalley,108,bello,jairo
9820,ach03,rico,127,bello,carlos
7011,ach03,sony,132,bolombolo,luzma
7275,ach01,sony,199,bello,jaime
8637,ach02,rico,169,bolombolo,jaime
700,ach03,rico,168,yolombo,luzma
8170,ach03,rico,119,bello,jairo
2972,ach01,sony,160,yolombo,jairo
5713,ach03,kalley,121,bello,luzma
9556,ach02,rico,170,"medellin,",jairo
3522,ach03,rico,148,yolombo,jairo
415,ach01,kalley,140,bolombolo,luzma
10000,ach01,rico,121,yolombo,jairo
3268,ach02,kalley,166,"medellin,",carlos
6640,ach03,rico,170,caucacia,carlos
8715,ach02,sony,107,yolombo,jaime
9193,ach03,kalley,146,yolombo,carlos
5319,ach02,rico,116,yolombo,jairo
4897,ach02,sony,128,yolombo,carlos
5570,ach02,rico,109,bello,jairo
6648,ach01,sony,149,"medellin,",carlos
3039,ach01,sony,165,bello,rosa
4436,ach01,rico,114,caucacia,jaime
3264,ach02,sony,126,bolombolo,carlos
4623,ach03,sony,107,yolombo,luzma
3115,ach02,rico,182,caucacia,jaime
4296,ach03,kalley,144,yolombo,carlos
5504,ach01,kalley,118,"medellin,",jaime
5227,ach02,rico,195,yolombo,luzma
7210,ach03,rico,121,"medellin,",jaime
1585,ach01,rico,104,yolombo,rosa
6926,ach01,kalley,178,"medellin,",luzma
2671,ach02,kalley,182,yolombo,rosa
9672,ach03,rico,144,bello,rosa
262,ach01,sony,165,yolombo,luzma
2288,ach02,kalley,131,caucacia,carlos
3015,ach01,rico,144,bello,carlos
3536,ach01,kalley,104,caucacia,jaime
6523,ach01,rico,178,yolombo,jaime
7428,ach03,sony,170,caucacia,carlos
720,ach02,rico,122,caucacia,carlos
3175,ach03,kalley,127,caucacia,luzma
4751,ach02,kalley,134,bolombolo,luzma
9471,ach03,rico,110,caucacia,luzma
3663,ach02,sony,128,"medellin,",carlos
2952,ach01,kalley,116,bolombolo,luzma
8503,ach01,kalley,161,bello,rosa
2647,ach01,rico,179,bello,luzma
881,ach03,rico,164,bolombolo,jaime
9155,ach01,kalley,156,caucacia,jairo
8410,ach03,kalley,136,bello,jaime
6155,ach02,kalley,166,caucacia,jairo
6737,ach02,rico,155,yolombo,jaime
765,ach02,kalley,107,caucacia,luzma
2143,ach03,sony,168,bello,carlos
1136,ach01,kalley,104,caucacia,jairo
9058,ach02,sony,129,bolombolo,luzma
1788,ach03,sony,193,yolombo,luzma
3979,ach01,kalley,166,bolombolo,rosa
4726,ach02,sony,155,bolombolo,carlos
1854,ach01,sony,111,yolombo,rosa
2829,ach03,sony,172,caucacia,rosa
1325,ach02,kalley,160,yolombo,carlos
8455,ach02,rico,198,yolombo,rosa
8166,ach02,kalley,131,yolombo,rosa
6041,ach02,kalley,185,"medellin,",rosa
6278,ach01,rico,109,yolombo,jaime
7378,ach02,kalley,100,bolombolo,carlos
7638,ach03,kalley,127,yolombo,jairo
3716,ach02,rico,155,bello,rosa
2986,ach01,sony,153,caucacia,carlos
351,ach03,rico,162,bello,carlos
7950,ach01,kalley,147,"medellin,",jaime
7607,ach03,rico,174,caucacia,luzma
4090,ach03,kalley,113,caucacia,rosa
517,ach02,sony,100,bolombolo,carlos
3835,ach02,rico,151,yolombo,carlos
147,ach02,kalley,186,bello,carlos
1834,ach03,sony,117,"medellin,",rosa
4619,ach01,rico,183,caucacia,carlos
2531,ach01,kalley,159,bolombolo,jairo
6322,ach03,sony,160,yolombo,jairo
3043,ach03,sony,180,caucacia,jaime
4104,ach03,kalley,106,bello,rosa
3076,ach01,sony,187,caucacia,luzma
968,ach01,sony,109,caucacia,carlos
6551,ach02,sony,132,bello,jairo
6650,ach03,sony,174,caucacia,jairo
9384,ach03,rico,130,bello,jaime
4632,ach03,kalley,155,bolombolo,luzma
4392,ach02,kalley,145,bello,luzma
7880,ach02,sony,123,bello,luzma
9483,ach03,rico,122,bello,carlos
3008,ach02,kalley,188,caucacia,luzma
2972,ach03,kalley,171,bolombolo,jairo
9503,ach03,sony,125,bolombolo,jairo
7343,ach03,kalley,172,yolombo,luzma
2471,ach01,kalley,196,yolombo,rosa
5973,ach01,kalley,151,bello,jaime
5000,ach01,rico,143,yolombo,rosa
5655,ach01,kalley,122,caucacia,luzma
4063,ach02,kalley,187,bello,carlos
2178,ach02,rico,174,yolombo,rosa
8253,ach03,sony,135,yolombo,luzma
4243,ach03,sony,143,"medellin,",rosa
561,ach02,kalley,119,bolombolo,jairo
8930,ach03,rico,121,yolombo,rosa
5747,ach03,rico,110,yolombo,luzma
590,ach03,rico,164,bolombolo,carlos
3841,ach02,kalley,105,yolombo,luzma
1461,ach01,kalley,190,bolombolo,jairo
7328,ach02,rico,198,caucacia,carlos
9340,ach01,sony,127,bello,rosa
9634,ach02,sony,185,yolombo,jairo
4742,ach02,kalley,184,bolombolo,rosa
1152,ach01,kalley,162,caucacia,carlos
8115,ach02,sony,129,"medellin,",luzma
5886,ach03,kalley,104,"medellin,",rosa
8062,ach03,sony,121,bello,rosa
6853,ach02,sony,105,caucacia,jairo
3395,ach01,rico,109,"medellin,",luzma
4947,ach01,sony,102,caucacia,jairo
3185,ach01,rico,137,bello,jairo
9207,ach03,kalley,186,"medellin,",rosa
2803,ach01,kalley,133,"medellin,",jaime
6629,ach03,kalley,138,"medellin,",jairo
7119,ach01,rico,102,caucacia,rosa
6216,ach02,rico,161,"medellin,",luzma
7279,ach03,rico,155,"medellin,",jaime
9715,ach02,sony,194,bolombolo,jaime
6089,ach01,sony,158,bolombolo,jaime
2616,ach02,kalley,102,bello,rosa
8220,ach01,kalley,170,yolombo,jaime
4715,ach02,rico,158,bolombolo,luzma
8972,ach03,kalley,115,yolombo,jaime
1918,ach02,kalley,151,bello,rosa
7267,ach01,sony,153,yolombo,jairo
1234,ach01,rico,142,"medellin,",rosa
7864,ach01,rico,172,yolombo,luzma
2635,ach01,sony,159,bolombolo,jairo
2091,ach01,sony,137,caucacia,jairo
3766,ach01,sony,196,bello,jairo
7222,ach03,sony,186,bello,jaime
2962,ach01,sony,135,"medellin,",carlos
1226,ach02,kalley,158,caucacia,rosa
2001,ach03,rico,195,yolombo,luzma
2843,ach03,kalley,184,caucacia,jairo
5719,ach02,rico,177,bolombolo,rosa
2613,ach03,sony,108,caucacia,luzma
2844,ach03,sony,159,"medellin,",luzma
1519,ach02,sony,146,yolombo,jairo
2829,ach03,kalley,193,yolombo,luzma
234,ach03,kalley,100,yolombo,carlos
5867,ach03,sony,153,yolombo,rosa
6818,ach01,rico,144,yolombo,jairo
8699,ach02,kalley,107,caucacia,carlos
5266,ach01,kalley,165,bello,carlos
8993,ach02,kalley,113,yolombo,jaime
8545,ach02,kalley,108,bolombolo,luzma
4987,ach01,sony,131,"medellin,",jaime
8257,ach03,sony,128,bello,carlos
8818,ach01,sony,167,"medellin,",carlos
1585,ach02,sony,198,"medellin,",luzma
6466,ach03,rico,132,yolombo,rosa
1416,ach03,rico,192,bello,rosa
7730,ach03,sony,144,caucacia,jairo
3224,ach03,rico,130,bolombolo,rosa
9697,ach01,sony,174,yolombo,luzma
8677,ach03,sony,118,yolombo,carlos
8493,ach01,sony,121,yolombo,luzma
553,ach01,sony,195,yolombo,rosa
6501,ach03,sony,123,bolombolo,rosa
8283,ach02,kalley,162,bello,carlos
544,ach03,sony,187,bello,luzma
404,ach03,rico,174,yolombo,rosa
7844,ach01,kalley,100,caucacia,luzma
4027,ach01,rico,104,"medellin,",rosa
3638,ach01,sony,157,bello,jaime
814,ach01,rico,151,caucacia,luzma
7414,ach01,rico,172,caucacia,jairo
41,ach03,sony,166,bolombolo,jairo
4972,ach02,sony,130,bello,jairo
3296,ach01,sony,129,bello,carlos
1541,ach01,kalley,198,bello,jairo
4626,ach01,sony,143,caucacia,jaime
3642,ach01,sony,181,caucacia,carlos
6485,ach01,rico,153,yolombo,jairo
3017,ach02,sony,138,"medellin,",luzma
8490,ach01,sony,139,yolombo,jairo
7504,ach02,sony,189,bello,luzma
3499,ach02,sony,163,yolombo,jairo
7247,ach02,sony,134,"medellin,",jairo
3083,ach01,kalley,113,caucacia,carlos
8900,ach03,kalley,129,yolombo,jairo
5706,ach02,kalley,135,"medellin,",luzma
1193,ach03,rico,150,bolombolo,jaime
5003,ach02,rico,187,"medellin,",luzma
6402,ach03,rico,187,caucacia,carlos
2199,ach03,kalley,173,"medellin,",luzma
2664,ach02,kalley,130,yolombo,rosa
5492,ach01,rico,120,bello,jaime
2490,ach01,rico,121,bello,jaime
482,ach03,sony,200,bolombolo,carlos
3954,ach03,sony,165,bello,jairo
2935,ach02,kalley,143,"medellin,",jairo
3523,ach03,rico,197,bello,rosa
7170,ach03,kalley,128,bello,jaime
8143,ach01,kalley,147,"medellin,",jairo
1538,ach01,kalley,185,caucacia,jairo
1172,ach01,rico,105,yolombo,carlos
2188,ach03,rico,108,bolombolo,jairo
8459,ach01,rico,146,bolombolo,carlos
8608,ach01,kalley,132,yolombo,rosa
5488,ach03,sony,150,bello,jairo
6641,ach01,rico,193,bello,jaime
5746,ach01,sony,124,bolombolo,luzma
4052,ach01,sony,136,bello,rosa
8960,ach03,sony,176,"medellin,",luzma
8566,ach01,sony,192,"medellin,",jairo
7379,ach02,kalley,102,"medellin,",jairo
8345,ach03,kalley,160,caucacia,carlos
5884,ach01,rico,112,yolombo,jairo
6415,ach02,sony,174,yolombo,rosa
3637,ach01,kalley,129,caucacia,carlos
3141,ach01,sony,197,yolombo,jaime
7765,ach02,sony,124,bello,rosa
4767,ach01,kalley,157,bolombolo,jairo
5140,ach03,kalley,190,"medellin,",jairo
7105,ach02,sony,145,bolombolo,jairo
1363,ach02,kalley,166,bolombolo,jairo
5733,ach02,rico,105,yolombo,carlos
6400,ach02,kalley,130,caucacia,rosa
8880,ach03,sony,113,"medellin,",luzma
9435,ach02,sony,197,yolombo,jairo
5219,ach01,kalley,153,yolombo,carlos
8593,ach02,rico,128,caucacia,luzma
1564,ach03,rico,171,yolombo,jairo
7752,ach03,kalley,119,bello,jairo
7925,ach01,sony,121,caucacia,jairo
8016,ach02,sony,177,yolombo,rosa
8857,ach02,rico,137,bolombolo,jairo
4576,ach02,rico,146,caucacia,luzma
7137,ach03,rico,181,bello,luzma
2070,ach01,kalley,162,bolombolo,jairo
7788,ach02,rico,113,"medellin,",luzma
4977,ach03,rico,179,caucacia,rosa
1212,ach02,rico,182,caucacia,jairo
5879,ach02,rico,133,caucacia,jairo
3147,ach01,kalley,195,yolombo,carlos
7725,ach01,rico,124,bolombolo,jairo
2915,ach03,kalley,168,caucacia,jaime
5280,ach03,kalley,170,bello,rosa
6641,ach03,kalley,166,caucacia,carlos
3110,ach02,kalley,145,bolombolo,jairo
8218,ach01,rico,157,yolombo,carlos
5912,ach01,sony,189,"medellin,",jairo
1764,ach02,rico,191,bello,luzma
8039,ach01,kalley,136,caucacia,carlos
2907,ach02,sony,185,bolombolo,luzma
6894,ach02,rico,167,"medellin,",luzma
582,ach03,sony,108,yolombo,luzma
8096,ach03,sony,168,bello,jaime
4516,ach01,kalley,110,bolombolo,jairo
8039,ach03,kalley,103,bello,carlos
4378,ach02,kalley,159,yolombo,carlos
1144,ach01,rico,140,bello,rosa
1876,ach02,sony,118,bello,rosa
4415,ach03,sony,114,yolombo,carlos
8991,ach02,sony,141,yolombo,luzma
6429,ach02,kalley,169,bolombolo,rosa
5061,ach02,kalley,148,yolombo,rosa
1083,ach03,kalley,126,bello,jaime
851,ach03,sony,181,bolombolo,luzma
8822,ach03,sony,184,bello,jaime
5518,ach03,sony,191,bolombolo,luzma
4678,ach01,kalley,121,yolombo,luzma
4984,ach02,kalley,105,bello,rosa
4179,ach02,kalley,165,yolombo,luzma
9415,ach02,rico,167,"medellin,",jairo
4676,ach02,kalley,115,yolombo,rosa
5061,ach03,rico,138,caucacia,luzma
1690,ach03,kalley,180,bello,rosa
4586,ach01,sony,127,yolombo,jaime
2837,ach01,rico,158,caucacia,carlos
8432,ach02,kalley,136,"medellin,",jaime
2900,ach02,kalley,149,bello,rosa
4200,ach01,rico,183,"medellin,",rosa
2370,ach01,kalley,187,bolombolo,carlos
5280,ach03,kalley,129,"medellin,",rosa
9658,ach01,sony,153,"medellin,",luzma
9021,ach02,kalley,148,bello,jaime
43,ach03,rico,151,bello,luzma
2207,ach03,rico,200,"medellin,",jairo
6957,ach01,sony,165,caucacia,jaime
261,ach01,sony,178,bolombolo,carlos
1779,ach03,rico,154,bello,jairo
2242,ach03,sony,126,caucacia,jaime
9202,ach03,kalley,129,"medellin,",carlos
8299,ach01,kalley,173,caucacia,carlos
9561,ach03,kalley,106,yolombo,jaime
9870,ach03,sony,122,caucacia,jaime
1950,ach02,sony,188,bolombolo,rosa
9340,ach02,rico,152,bello,luzma
3014,ach02,sony,170,bello,rosa
4453,ach03,rico,156,yolombo,jaime
4155,ach03,rico,163,bolombolo,carlos
5819,ach01,sony,116,bolombolo,rosa
3221,ach01,sony,163,bello,jairo
1271,ach03,kalley,139,bolombolo,jaime
8280,ach01,rico,187,yolombo,rosa
8012,ach01,rico,172,yolombo,carlos
4645,ach03,sony,118,bello,luzma
9881,ach01,rico,139,yolombo,carlos
5412,ach01,kalley,114,bello,luzma
4557,ach01,sony,195,bolombolo,rosa
607,ach03,sony,105,yolombo,luzma
5803,ach01,sony,172,caucacia,jaime
5777,ach01,kalley,199,bello,luzma
6347,ach02,sony,198,caucacia,rosa
8666,ach01,rico,186,"medellin,",jairo
7296,ach02,rico,104,"medellin,",rosa
4841,ach03,rico,147,caucacia,jairo
930,ach01,rico,187,"medellin,",jairo
9061,ach01,rico,133,yolombo,jairo
651,ach01,sony,144,"medellin,",rosa
5847,ach01,sony,160,bolombolo,jairo
6102,ach03,rico,144,"medellin,",jairo
9622,ach02,rico,135,bolombolo,rosa
3291,ach01,sony,122,bolombolo,carlos
8329,ach01,kalley,197,bolombolo,jairo
6574,ach02,rico,163,"medellin,",carlos
8195,ach01,kalley,102,bello,rosa
5881,ach03,kalley,186,yolombo,jairo
7525,ach03,rico,182,bolombolo,jaime
3638,ach02,sony,121,bolombolo,jaime
1898,ach01,rico,152,caucacia,jairo
2776,ach03,sony,124,caucacia,jaime
9775,ach03,sony,145,bello,luzma
8969,ach03,kalley,104,yolombo,luzma
184,ach02,sony,111,caucacia,carlos
7472,ach01,kalley,180,bolombolo,rosa
4436,ach02,kalley,164,bello,rosa
4472,ach03,sony,114,yolombo,rosa
6555,ach03,kalley,119,bolombolo,carlos
6648,ach02,rico,147,caucacia,jaime
4050,ach01,kalley,182,yolombo,luzma
2707,ach02,rico,157,bolombolo,rosa
5893,ach02,kalley,115,yolombo,rosa
7755,ach03,rico,191,bolombolo,carlos
462,ach01,rico,114,bolombolo,luzma
8157,ach03,kalley,195,yolombo,rosa
9172,ach01,rico,169,bolombolo,jairo
6985,ach01,rico,169,"medellin,",luzma
6383,ach02,kalley,173,"medellin,",jaime
4264,ach03,kalley,156,bolombolo,rosa
2162,ach02,sony,125,bolombolo,jaime
2874,ach03,kalley,180,bolombolo,rosa
7783,ach03,rico,197,yolombo,luzma
2614,ach03,kalley,138,caucacia,rosa
5222,ach03,rico,182,bello,jaime
927,ach03,sony,124,"medellin,",jaime
1454,ach01,rico,157,bello,jaime
1929,ach01,rico,115,yolombo,jairo
8496,ach01,rico,178,bello,carlos
6966,ach01,kalley,196,caucacia,jaime
9699,ach01,rico,159,caucacia,luzma
580,ach01,kalley,185,bello,carlos
7357,ach02,rico,142,bolombolo,jairo
9536,ach01,sony,123,yolombo,jaime
1522,ach03,rico,108,yolombo,rosa
6513,ach01,kalley,124,bolombolo,carlos
7193,ach01,kalley,127,"medellin,",jaime
6137,ach02,rico,171,bello,rosa
2352,ach01,sony,173,bolombolo,jaime
8946,ach03,rico,132,bello,jairo
7635,ach03,kalley,176,yolombo,jairo
8249,ach02,kalley,145,caucacia,jairo
5823,ach03,sony,113,caucacia,luzma
2215,ach02,rico,176,caucacia,jaime
8116,ach01,kalley,157,bolombolo,carlos
4630,ach01,sony,140,yolombo,rosa
8361,ach01,rico,160,caucacia,rosa
7544,ach01,rico,175,"medellin,",carlos
2321,ach02,rico,134,"medellin,",rosa
9189,ach03,kalley,184,yolombo,rosa
3846,ach01,kalley,104,yolombo,jairo
7229,ach03,rico,167,yolombo,rosa
9474,ach03,rico,132,yolombo,luzma
6096,ach02,rico,156,bello,jaime
525,ach02,kalley,199,"medellin,",carlos
1377,ach02,kalley,116,caucacia,jairo
4300,ach03,kalley,152,"medellin,",rosa
7316,ach03,kalley,147,caucacia,jairo
4275,ach02,kalley,128,"medellin,",jairo
6936,ach02,rico,129,"medellin,",jaime
9520,ach01,sony,176,yolombo,carlos
676,ach03,rico,180,yolombo,carlos
5684,ach02,kalley,165,caucacia,jaime
7326,ach02,kalley,199,"medellin,",jairo
910,ach01,kalley,106,bolombolo,luzma
9663,ach01,kalley,115,"medellin,",jaime
9663,ach01,rico,101,yolombo,luzma
5265,ach02,rico,126,caucacia,jairo
6714,ach01,sony,104,"medellin,",carlos
8216,ach01,rico,179,yolombo,jaime
9781,ach03,kalley,149,caucacia,jairo
5982,ach02,rico,129,caucacia,luzma
190,ach01,rico,183,yolombo,rosa
2612,ach01,sony,126,"medellin,",jaime
5574,ach03,sony,103,bolombolo,rosa
7032,ach02,kalley,152,"medellin,",rosa
8003,ach01,sony,182,bolombolo,jairo
2965,ach03,kalley,119,yolombo,jaime
3480,ach01,sony,145,bolombolo,jaime
726,ach02,sony,117,"medellin,",jaime
6229,ach01,rico,196,bolombolo,jaime
7222,ach03,rico,130,"medellin,",jaime
1084,ach01,kalley,105,"medellin,",luzma
4448,ach02,kalley,186,bolombolo,jaime
6867,ach03,kalley,183,"medellin,",carlos
8877,ach02,kalley,100,bolombolo,rosa
4323,ach03,sony,169,yolombo,rosa
1197,ach01,rico,134,bolombolo,carlos
6300,ach01,kalley,102,yolombo,rosa
2209,ach03,kalley,192,"medellin,",luzma
4026,ach01,rico,138,yolombo,jaime
3890,ach03,sony,115,bolombolo,carlos
2926,ach02,kalley,194,bolombolo,carlos
7396,ach03,kalley,137,bolombolo,carlos
4894,ach03,rico,123,yolombo,jairo
748,ach01,rico,157,bolombolo,jairo
7819,ach02,sony,181,bello,jaime
4434,ach02,sony,107,"medellin,",carlos
9142,ach03,kalley,103,"medellin,",jairo
9589,ach03,rico,127,caucacia,jairo
3469,ach01,rico,132,bello,jaime
6007,ach03,sony,102,bello,jairo
7148,ach03,sony,182,"medellin,",carlos
4075,ach03,rico,102,yolombo,jaime
5953,ach02,rico,194,"medellin,",jaime
4690,ach03,rico,120,yolombo,carlos
358,ach03,kalley,178,bolombolo,rosa
3273,ach02,rico,140,yolombo,carlos
7658,ach01,rico,104,"medellin,",luzma
7056,ach01,kalley,114,yolombo,rosa
3902,ach02,kalley,168,"medellin,",rosa
3871,ach02,sony,194,bello,carlos
8034,ach02,rico,128,"medellin,",jaime
4602,ach02,rico,103,bello,luzma
6674,ach02,sony,158,bolombolo,carlos
470,ach01,sony,143,bello,carlos
4879,ach03,sony,126,caucacia,luzma
3970,ach03,kalley,133,bolombolo,jaime
5972,ach02,rico,184,"medellin,",luzma
9285,ach02,rico,105,yolombo,jairo
8415,ach03,rico,196,yolombo,jairo
6628,ach03,rico,151,bolombolo,jaime
9936,ach03,rico,194,bolombolo,jaime
8917,ach02,kalley,189,yolombo,luzma
3944,ach03,kalley,141,bello,carlos
2080,ach01,kalley,152,bello,jaime
7405,ach02,sony,140,bolombolo,carlos
400,ach01,rico,152,caucacia,rosa
5608,ach02,rico,144,yolombo,carlos
1564,ach02,sony,122,yolombo,carlos
9153,ach01,sony,140,"medellin,",carlos
7343,ach01,rico,103,yolombo,jaime
6633,ach01,rico,110,caucacia,luzma
3461,ach01,kalley,124,"medellin,",jairo
3953,ach02,sony,151,bolombolo,jaime
4169,ach03,sony,154,bolombolo,jairo
9119,ach02,kalley,192,caucacia,jairo
5977,ach02,sony,134,yolombo,jaime
640,ach01,kalley,127,bello,jairo
1270,ach02,kalley,179,bello,luzma
5774,ach01,rico,194,caucacia,luzma
9118,ach03,kalley,124,caucacia,luzma
1889,ach03,kalley,179,bello,jaime
1164,ach01,kalley,136,caucacia,rosa
4011,ach03,sony,132,yolombo,carlos
3294,ach03,kalley,135,yolombo,jairo
4351,ach02,kalley,155,caucacia,rosa
7804,ach01,sony,187,caucacia,jairo
3468,ach02,kalley,197,caucacia,jaime
4101,ach02,rico,126,yolombo,carlos
2772,ach02,sony,176,bello,luzma
2292,ach02,kalley,157,caucacia,jairo
7496,ach03,rico,104,yolombo,luzma
910,ach02,rico,155,yolombo,jairo
5500,ach02,kalley,180,bello,carlos
6883,ach02,rico,110,bello,jaime
5476,ach01,sony,149,bolombolo,jairo
8177,ach02,kalley,150,caucacia,luzma
5190,ach02,rico,191,bolombolo,jairo
3186,ach02,sony,170,bolombolo,carlos
4510,ach01,kalley,191,"medellin,",jaime
6747,ach01,sony,108,bello,jairo
2558,ach01,rico,135,bello,rosa
6366,ach02,kalley,140,"medellin,",rosa
8262,ach02,kalley,188,bolombolo,luzma
704,ach03,rico,130,"medellin,",jaime
4452,ach03,rico,101,caucacia,rosa
8359,ach03,kalley,181,bello,carlos
7924,ach03,kalley,190,"medellin,",carlos
5528,ach03,rico,115,bello,carlos
2755,ach03,sony,117,"medellin,",jaime
5610,ach01,sony,108,bolombolo,carlos
5222,ach01,sony,160,"medellin,",jaime
3571,ach01,sony,162,"medellin,",luzma
722,ach02,kalley,173,bello,carlos
2672,ach01,sony,100,"medellin,",luzma
7506,ach02,rico,114,yolombo,rosa
8642,ach03,rico,118,yolombo,jaime
8672,ach03,kalley,110,bolombolo,jaime
4316,ach03,kalley,156,caucacia,rosa
1911,ach03,rico,126,bolombolo,rosa
9956,ach02,rico,180,"medellin,",jairo
1401,ach02,rico,143,"medellin,",rosa
3699,ach01,rico,104,bolombolo,jairo
4970,ach03,kalley,143,caucacia,jaime
6766,ach02,sony,161,bello,jaime
7199,ach03,kalley,196,"medellin,",jairo
3387,ach03,sony,187,bolombolo,jairo
2813,ach02,kalley,142,caucacia,rosa
3344,ach01,sony,161,yolombo,luzma
3551,ach01,sony,166,"medellin,",jaime
2892,ach02,kalley,171,caucacia,jairo
1133,ach02,sony,102,yolombo,jaime
3115,ach03,rico,130,yolombo,rosa
6358,ach03,kalley,152,yolombo,jaime
9807,ach02,sony,150,bolombolo,carlos
1699,ach02,rico,150,bello,carlos
4773,ach03,rico,181,bolombolo,carlos
2250,ach02,rico,129,caucacia,luzma
5913,ach02,sony,199,"medellin,",jaime
4652,ach01,rico,182,"medellin,",jairo
8144,ach03,rico,161,bello,jairo
3494,ach03,rico,127,yolombo,rosa
521,ach02,kalley,153,caucacia,rosa
194,ach02,sony,140,bello,jairo
5812,ach03,sony,116,yolombo,jaime
6877,ach01,sony,100,caucacia,luzma
9855,ach01,sony,175,bolombolo,luzma
4901,ach03,kalley,112,bolombolo,jairo
9659,ach01,kalley,120,bolombolo,jairo
5141,ach03,sony,190,yolombo,jairo
4961,ach01,sony,137,bolombolo,jaime
3551,ach02,sony,160,yolombo,luzma
6730,ach02,rico,102,bello,luzma
2336,ach01,sony,139,bolombolo,jairo
9764,ach01,rico,165,bolombolo,carlos
4097,ach02,kalley,157,yolombo,luzma
3523,ach01,kalley,181,"medellin,",jairo
8663,ach03,kalley,163,bolombolo,luzma
1560,ach02,kalley,188,bello,jaime
5731,ach03,rico,154,yolombo,carlos
156,ach03,sony,114,bolombolo,luzma
1697,ach01,rico,150,yolombo,jairo
7072,ach02,sony,129,"medellin,",rosa
8660,ach01,kalley,159,yolombo,rosa
7904,ach01,sony,160,caucacia,carlos
1485,ach01,kalley,143,bello,jairo
6836,ach02,sony,102,"medellin,",carlos
8532,ach01,sony,197,caucacia,luzma
4363,ach03,rico,139,bello,rosa
7918,ach03,sony,148,"medellin,",luzma
7160,ach02,kalley,118,"medellin,",rosa
114,ach03,sony,156,yolombo,carlos
677,ach03,kalley,104,caucacia,luzma
3055,ach02,kalley,169,yolombo,jairo
8215,ach01,sony,175,yolombo,carlos
6900,ach02,kalley,151,bello,jairo
9352,ach02,sony,133,caucacia,jairo
3711,ach02,sony,143,yolombo,jaime
5843,ach01,kalley,182,yolombo,jaime
8372,ach03,sony,129,caucacia,rosa
390,ach03,kalley,156,yolombo,carlos
9697,ach01,sony,106,caucacia,rosa
7913,ach03,sony,172,bolombolo,jairo
5705,ach01,rico,165,caucacia,luzma
1,ach03,sony,180,bolombolo,rosa
338,ach02,rico,150,yolombo,jaime
8529,ach03,sony,191,yolombo,carlos
9623,ach02,sony,190,"medellin,",rosa
7226,ach03,rico,116,"medellin,",carlos
7141,ach01,kalley,106,"medellin,",luzma
1751,ach02,kalley,192,bolombolo,jaime
980,ach02,sony,176,caucacia,jairo
7352,ach03,kalley,143,"medellin,",jairo
9057,ach03,kalley,106,"medellin,",carlos
222,ach02,rico,145,yolombo,jaime
7615,ach02,sony,133,bolombolo,jairo
7736,ach02,kalley,191,"medellin,",jaime
1964,ach03,kalley,190,caucacia,rosa
1705,ach02,sony,159,bello,luzma
694,ach03,sony,160,bello,jairo
7228,ach02,kalley,150,bello,rosa
5325,ach03,kalley,109,caucacia,luzma
5971,ach03,kalley,184,bolombolo,jairo
5516,ach01,kalley,190,bello,jaime
6582,ach02,sony,143,caucacia,carlos
3815,ach01,kalley,141,bolombolo,rosa
4804,ach01,sony,116,"medellin,",jaime
4689,ach01,kalley,127,yolombo,jaime
6725,ach01,kalley,184,caucacia,rosa
3866,ach03,sony,191,"medellin,",jairo
6791,ach01,rico,193,caucacia,carlos
8790,ach01,sony,111,yolombo,jairo
3458,ach01,sony,177,caucacia,rosa
8718,ach02,kalley,113,bolombolo,luzma
6489,ach03,sony,139,yolombo,carlos
9889,ach03,kalley,113,"medellin,",rosa
8018,ach01,sony,131,"medellin,",rosa
853,ach03,kalley,115,bello,jairo
7400,ach03,kalley,151,yolombo,jaime
6689,ach02,rico,151,bolombolo,jairo
579,ach02,kalley,173,bolombolo,carlos
1136,ach03,rico,139,bello,jaime
6310,ach01,sony,166,caucacia,jairo
3149,ach02,sony,138,bello,carlos
9805,ach03,sony,111,caucacia,jairo
5187,ach01,rico,146,bello,jaime
5736,ach02,rico,114,"medellin,",luzma
1147,ach01,sony,176,bello,luzma
7042,ach01,kalley,128,"medellin,",luzma
4944,ach01,rico,200,bolombolo,carlos
7263,ach02,rico,158,bello,rosa
7279,ach02,kalley,181,bello,luzma
3881,ach02,sony,170,bolombolo,jaime
9467,ach01,kalley,193,bello,rosa
3840,ach02,kalley,194,bolombolo,luzma
8231,ach03,rico,195,bello,jaime
9707,ach03,kalley,174,caucacia,jairo
9901,ach01,rico,126,bolombolo,jaime
2423,ach03,sony,161,bello,carlos
8807,ach01,kalley,163,yolombo,rosa
4541,ach02,kalley,192,bello,rosa
8282,ach03,rico,168,yolombo,jaime
7120,ach03,kalley,128,bolombolo,jaime
6178,ach02,rico,117,"medellin,",rosa
3760,ach01,kalley,137,"medellin,",carlos
8802,ach01,rico,132,yolombo,luzma
1124,ach02,rico,190,bello,jairo
5284,ach03,rico,116,yolombo,jaime
9622,ach03,kalley,195,bello,rosa
7850,ach02,sony,168,"medellin,",jairo
6339,ach01,sony,196,bolombolo,luzma
8589,ach03,kalley,100,bello,luzma
4443,ach03,kalley,123,bello,jairo
3525,ach01,rico,109,yolombo,luzma
7795,ach02,kalley,103,bolombolo,jaime
7348,ach01,kalley,122,"medellin,",luzma
3492,ach03,sony,174,yolombo,carlos
1015,ach01,kalley,144,"medellin,",luzma
4144,ach02,rico,117,bolombolo,jairo
